candidate_id,anti_sd_type,site_rank,mrna_start_0based,mrna_end_0based_exclusive,mrna_start_1based,mrna_end_1based,asd_start_5p_0based,asd_start_5p_1based,asd_end_5p_0based_exclusive,asd_end_5p_1based,overlap,pairing_score,aligned_spacing,d,dG_spacing,dG_mrna_unfolding,dG_duplex_candidate,dG_start,dG_standby,dG_total,tir,is_best_site
seed_0079,orthogonal,5,1,17,2,17,0,1,16,16,16,16.6,19.0,14.0,12.768,12.1,-3.3,-1.194,0.0,20.374,1.0965760561474907e-11,False
seed_0079,wt,1,12,17,13,17,0,1,5,5,5,2.4,8.0,3.0,1.152,12.1,0.0,-1.194,-1.2,10.858,5.573450433255297e-05,True
seed_0079,wt,2,4,8,5,8,0,1,4,4,4,5.8,16.0,11.0,8.448,12.1,0.0,-1.194,-1.2,18.154,4.022628911035004e-10,False
seed_0079,wt,3,16,20,17,20,5,6,9,9,4,1.6,-1.0,-6.0,12.1983,12.1,0.0,-1.194,-1.2,21.9043,9.1534161812043e-13,False
seed_0079,wt,4,1,8,2,8,0,1,7,7,7,4.2,19.0,14.0,12.768,12.1,0.0,-1.194,-1.2,22.474,3.631893942599427e-13,False
seed_0082,orthogonal,1,13,17,14,17,0,1,4,4,4,6.8,8.0,3.0,1.152,5.7,-4.7,-1.194,0.0,0.958,528.2279117998561,True
seed_0082,orthogonal,2,10,17,11,17,0,1,7,7,7,10.6,11.0,6.0,3.168,5.7,-4.7,-1.194,0.0,2.974,20.04989795220472,False
seed_0082,orthogonal,3,5,17,6,17,0,1,12,12,12,7.8,16.0,11.0,8.448,5.7,-4.7,-1.194,0.0,8.254,0.0038124764812534208,False
seed_0082,orthogonal,4,17,21,18,21,9,10,13,13,4,4.6,-5.0,-10.0,12.2,5.7,-4.7,-1.194,0.0,12.006,8.65186207084347e-06,False
seed_0082,orthogonal,5,1,17,2,17,0,1,16,16,16,10.4,20.0,15.0,14.4,5.7,-4.7,-1.194,0.0,14.206,2.436309471200385e-07,False
seed_0082,wt,1,14,19,15,19,0,1,5,5,5,1.4,7.0,2.0,0.672,5.7,-1.9,-1.194,0.0,3.278,12.24273012896749,True
seed_0082,wt,2,11,17,12,17,0,1,6,6,6,5.4,10.0,5.0,2.4,5.7,-1.9,-1.194,0.0,5.006,0.7415279942484948,False
seed_0082,wt,3,8,17,9,17,0,1,9,9,9,1.8,13.0,8.0,4.992,5.7,-1.9,-1.194,0.0,7.598,0.01105354194474684,False
seed_0082,wt,4,5,14,6,14,0,1,9,9,9,6.0,16.0,11.0,8.448,5.7,-1.9,-1.194,0.0,11.054,4.055085479987979e-05,False
seed_0082,wt,5,17,21,18,21,4,5,8,8,4,2.6,0.0,-5.0,12.1798,5.7,-1.9,-1.194,0.0,14.7858,9.509378044401634e-08,False
seed_0022,orthogonal,1,16,21,17,21,0,1,5,5,5,5.6,7.0,2.0,0.672,5.3,-7.1,-1.194,0.0,-2.322,108216.2369329553,True
seed_0022,orthogonal,2,13,23,14,23,1,2,11,11,10,8.0,9.0,4.0,1.728,5.3,-7.1,-1.194,0.0,-1.266,19503.449458448493,False
seed_0022,orthogonal,3,10,17,11,17,0,1,7,7,7,13.8,13.0,8.0,4.992,5.3,-7.1,-1.194,0.0,1.998,97.7047359077876,False
seed_0022,orthogonal,4,5,17,6,17,0,1,12,12,12,13.0,18.0,13.0,11.232,5.3,-7.1,-1.194,0.0,8.238,0.003912753073930489,False
seed_0022,orthogonal,5,19,23,20,23,8,9,12,12,4,6.8,-4.0,-9.0,12.2,5.3,-7.1,-1.194,0.0,9.206,0.0008134243585711458,False
seed_0022,orthogonal,6,1,17,2,17,0,1,16,16,16,14.4,22.0,17.0,17.952,5.3,-7.1,-1.194,0.0,14.958,7.190931920328336e-08,False
seed_0022,wt,1,19,23,20,23,0,1,4,4,4,5.8,4.0,-1.0,0.0053,5.3,-0.9,-1.194,-0.2,3.0113,18.871572161551224,True
seed_0022,wt,2,14,19,15,19,0,1,5,5,5,8.8,9.0,4.0,1.728,5.3,-0.9,-1.194,-0.2,4.734,1.1529497633206,False
seed_0022,wt,3,10,19,11,19,0,1,9,9,9,9.2,13.0,8.0,4.992,5.3,-0.9,-1.194,-0.2,7.998,0.0057758322383012276,False
seed_0022,wt,4,7,11,8,11,0,1,4,4,4,2.6,16.0,11.0,8.448,5.3,-0.9,-1.194,-0.2,11.454,2.118912974814626e-05,False
seed_0022,wt,5,1,6,2,6,0,1,5,5,5,1.4,22.0,17.0,17.952,5.3,-0.9,-1.194,-0.2,20.958,4.250931750950181e-12,False
seed_0094,orthogonal,1,12,17,13,17,0,1,5,5,5,13.0,9.0,4.0,1.728,5.9,-1.4,-1.194,-5.9,-0.866,10191.179525334053,True
seed_0094,orthogonal,2,9,17,10,17,0,1,8,8,8,9.4,12.0,7.0,4.032,5.9,-1.4,-1.194,-5.9,1.438,242.41350928494322,False
seed_0094,orthogonal,3,6,17,7,17,0,1,11,11,11,13.2,15.0,10.0,7.2,5.9,-1.4,-1.194,-5.9,4.606,1.4191026880070825,False
seed_0094,orthogonal,4,17,21,18,21,9,10,13,13,4,10.0,-5.0,-10.0,12.2,5.9,-1.4,-1.194,-5.9,9.606,0.00042503980327162055,False
seed_0094,orthogonal,5,1,17,2,17,0,1,16,16,16,10.4,20.0,15.0,14.4,5.9,-1.4,-1.194,-5.9,11.806,1.1968851212243677e-05,False
seed_0094,wt,1,12,17,13,17,0,1,5,5,5,5.6,9.0,4.0,1.728,5.9,0.0,-1.194,-2.8,3.634,6.870666990848262,True
seed_0094,wt,2,8,17,9,17,0,1,9,9,9,6.0,13.0,8.0,4.992,5.9,0.0,-1.194,-2.8,6.898,0.034419383365048316,False
seed_0094,wt,3,5,11,6,11,0,1,6,6,6,4.4,16.0,11.0,8.448,5.9,0.0,-1.194,-2.8,10.354,0.0001262704230114032,False
seed_0094,wt,4,16,21,17,21,4,5,9,9,5,4.6,1.0,-4.0,11.9567,5.9,0.0,-1.194,-2.8,13.8627,4.2528247377211366e-07,False
seed_0094,wt,5,1,8,2,8,0,1,7,7,7,3.2,20.0,15.0,14.4,5.9,0.0,-1.194,-2.8,16.306,8.069133777686163e-09,False
seed_0083,orthogonal,1,11,17,12,17,0,1,6,6,6,15.0,10.0,5.0,2.4,4.7,-7.6,-1.194,0.0,-1.694,39059.82011534743,True
seed_0083,orthogonal,2,7,17,8,17,0,1,10,10,10,17.6,14.0,9.0,6.048,4.7,-7.6,-1.194,0.0,1.954,104.93567309883204,False
seed_0083,orthogonal,3,4,17,5,17,0,1,13,13,13,14.0,17.0,12.0,9.792,4.7,-7.6,-1.194,0.0,5.698,0.2412477370496067,False
seed_0083,orthogonal,4,14,21,15,21,7,8,14,14,7,5.4,0.0,-5.0,12.1798,4.7,-7.6,-1.194,0.0,8.0858,0.005009043471104485,False
seed_0083,orthogonal,5,17,21,18,21,8,9,12,12,4,2.6,-4.0,-9.0,12.2,4.7,-7.6,-1.194,0.0,8.106,0.004847364853226327,False
seed_0083,orthogonal,6,1,17,2,17,0,1,16,16,16,17.8,20.0,15.0,14.4,4.7,-7.6,-1.194,0.0,10.306,0.00013649853222043518,False
seed_0083,wt,1,17,21,18,21,0,1,4,4,4,1.6,4.0,-1.0,0.0053,4.7,-1.8,-1.194,0.0,1.7113,155.57513650715947,True
seed_0083,wt,2,13,17,14,17,0,1,4,4,4,2.6,8.0,3.0,1.152,4.7,-1.8,-1.194,0.0,2.858,24.202453896299378,False
seed_0083,wt,3,10,17,11,17,0,1,7,7,7,6.4,11.0,6.0,3.168,4.7,-1.8,-1.194,0.0,4.874,0.9186503022157687,False
seed_0083,wt,4,5,10,6,10,0,1,5,5,5,8.8,16.0,11.0,8.448,4.7,-1.8,-1.194,0.0,10.154,0.00017468082281729718,False
seed_0083,wt,5,2,10,3,10,0,1,8,8,8,5.2,19.0,14.0,12.768,4.7,-1.8,-1.194,0.0,14.474,1.5771333531115938e-07,False
seed_0002,orthogonal,1,12,17,13,17,0,1,5,5,5,9.8,8.0,3.0,1.152,2.9,-11.2,-1.194,0.0,-8.342,1890985635.1680615,True
seed_0002,orthogonal,2,16,20,17,20,1,2,5,5,4,2.6,3.0,-2.0,1.525,2.9,-11.2,-1.194,0.0,-7.969,1032354470.802226,False
seed_0002,orthogonal,3,9,17,10,17,0,1,8,8,8,15.8,11.0,6.0,3.168,2.9,-11.2,-1.194,0.0,-6.326,71775966.71296366,False
seed_0002,orthogonal,4,6,17,7,17,0,1,11,11,11,12.2,14.0,9.0,6.048,2.9,-11.2,-1.194,0.0,-3.446,670493.4022654814,False
seed_0002,orthogonal,5,3,17,4,17,0,1,14,14,14,8.6,17.0,12.0,9.792,2.9,-11.2,-1.194,0.0,0.298,1541.4683227017808,False
seed_0002,orthogonal,6,0,17,1,17,0,1,17,17,17,12.2,20.0,15.0,14.4,2.9,-11.2,-1.194,0.0,4.906,0.8721663717402011,False
seed_0002,wt,1,14,19,15,19,0,1,5,5,5,5.6,6.0,1.0,0.288,2.9,-3.0,-1.194,0.0,-1.006,12790.428591142325,True
seed_0002,wt,2,10,19,11,19,0,1,9,9,9,6.0,10.0,5.0,2.4,2.9,-3.0,-1.194,0.0,1.106,415.45414860709053,False
seed_0002,wt,3,7,11,8,11,0,1,4,4,4,5.8,13.0,8.0,4.992,2.9,-3.0,-1.194,0.0,3.698,6.192941997289796,False
seed_0002,wt,4,4,10,5,10,0,1,6,6,6,3.4,16.0,11.0,8.448,2.9,-3.0,-1.194,0.0,7.154,0.022719332225949955,False
seed_0002,wt,5,0,5,1,5,0,1,5,5,5,1.4,20.0,15.0,14.4,2.9,-3.0,-1.194,0.0,13.106,1.451846970167592e-06,False
seed_0023,orthogonal,1,14,21,15,21,3,4,10,10,7,6.4,4.0,-1.0,0.0053,0.7,-4.8,-1.194,0.0,-5.2887,13333929.459476367,True
seed_0023,orthogonal,2,11,21,12,21,3,4,13,13,10,10.2,7.0,2.0,0.672,0.7,-4.8,-1.194,0.0,-4.622,4520031.426244396,False
seed_0023,orthogonal,3,8,21,9,21,3,4,16,16,13,8.6,10.0,5.0,2.4,0.7,-4.8,-1.194,0.0,-2.894,273773.07203012216,False
seed_0023,orthogonal,4,3,13,4,13,0,1,10,10,10,6.0,18.0,13.0,11.232,0.7,-4.8,-1.194,0.0,5.938,0.1634298822297551,False
seed_0023,orthogonal,5,17,21,18,21,3,4,7,7,4,5.8,1.0,-4.0,11.9567,0.7,-4.8,-1.194,0.0,6.6627,0.05042420288914463,False
seed_0023,orthogonal,6,0,11,1,11,0,1,11,11,11,7.8,21.0,16.0,16.128,0.7,-4.8,-1.194,0.0,10.834,5.7947905965100614e-05,False
seed_0023,wt,1,14,19,15,19,0,1,5,5,5,4.6,7.0,2.0,0.672,0.7,0.0,-1.194,0.0,0.178,1872.8388809320297,True
seed_0023,wt,2,11,19,12,19,0,1,8,8,8,6.2,10.0,5.0,2.4,0.7,0.0,-1.194,0.0,1.906,113.43568340546645,False
seed_0023,wt,3,7,16,8,16,0,1,9,9,9,3.8,14.0,9.0,6.048,0.7,0.0,-1.194,0.0,5.554,0.30474922199914334,False
seed_0023,wt,4,17,21,18,21,5,6,9,9,4,1.6,-1.0,-6.0,12.1983,0.7,0.0,-1.194,0.0,11.7043,1.4115471597549731e-05,False
seed_0023,wt,5,1,6,2,6,0,1,5,5,5,2.4,20.0,15.0,14.4,0.7,0.0,-1.194,0.0,13.906,3.964125856325742e-07,False
seed_0001,orthogonal,1,12,17,13,17,0,1,5,5,5,9.8,8.0,3.0,1.152,14.3,-5.0,-1.194,0.0,9.258,0.0007476034840075967,True
seed_0001,orthogonal,2,9,17,10,17,0,1,8,8,8,9.4,11.0,6.0,3.168,14.3,-5.0,-1.194,0.0,11.274,2.837671623975911e-05,False
seed_0001,orthogonal,3,5,17,6,17,0,1,12,12,12,7.8,15.0,10.0,7.2,14.3,-5.0,-1.194,0.0,15.306,4.0883096205424204e-08,False
seed_0001,orthogonal,4,16,20,17,20,10,11,14,14,4,3.6,-6.0,-11.0,12.2,14.3,-5.0,-1.194,0.0,20.306,1.2245020295297994e-11,False
seed_0001,orthogonal,5,1,8,2,8,0,1,7,7,7,8.6,19.0,14.0,12.768,14.3,-5.0,-1.194,0.0,20.874,4.871697698848189e-12,False
seed_0001,wt,1,14,19,15,19,0,1,5,5,5,5.6,6.0,1.0,0.288,14.3,-2.2,-1.194,0.0,11.194,3.23101843052892e-05,True
seed_0001,wt,2,11,19,12,19,0,1,8,8,8,4.0,9.0,4.0,1.728,14.3,-2.2,-1.194,0.0,12.634,3.122821526732237e-06,False
seed_0001,wt,3,6,10,7,10,0,1,4,4,4,1.6,14.0,9.0,6.048,14.3,-2.2,-1.194,0.0,16.954,2.8194886571925428e-09,False
seed_0062,orthogonal,1,17,22,18,22,0,1,5,5,5,5.6,6.0,1.0,0.288,9.3,-3.9,-1.194,0.0,4.494,1.701932423220247,True
seed_0062,orthogonal,2,14,23,15,23,6,7,15,15,9,3.0,3.0,-2.0,1.525,9.3,-3.9,-1.194,0.0,5.731,0.2286691422246059,False
seed_0062,orthogonal,3,11,17,12,17,0,1,6,6,6,11.8,12.0,7.0,4.032,9.3,-3.9,-1.194,0.0,8.238,0.003912752771181382,False
seed_0062,orthogonal,4,8,17,9,17,0,1,9,9,9,11.4,15.0,10.0,7.2,9.3,-3.9,-1.194,0.0,11.406,2.2905480769076688e-05,False
seed_0062,orthogonal,5,5,17,6,17,0,1,12,12,12,15.2,18.0,13.0,11.232,9.3,-3.9,-1.194,0.0,15.438,3.300054051361943e-08,False
seed_0062,orthogonal,6,2,17,3,17,0,1,15,15,15,15.8,21.0,16.0,16.128,9.3,-3.9,-1.194,0.0,20.334,1.1701117276657644e-11,False
seed_0062,wt,1,17,22,18,22,0,1,5,5,5,1.4,6.0,1.0,0.288,9.3,0.0,-1.194,0.0,8.394,0.003037711988484239,True
seed_0062,wt,2,14,19,15,19,0,1,5,5,5,5.6,9.0,4.0,1.728,9.3,0.0,-1.194,0.0,9.834,0.00029359883249252365,False
seed_0062,wt,3,11,20,12,20,0,1,9,9,9,6.0,12.0,7.0,4.032,9.3,0.0,-1.194,0.0,12.138,6.983717942515781e-06,False
seed_0062,wt,4,8,17,9,17,0,1,9,9,9,2.8,15.0,10.0,7.2,9.3,0.0,-1.194,0.0,15.306,4.088308829710508e-08,False
seed_0062,wt,5,5,14,6,14,0,1,9,9,9,0.8,18.0,13.0,11.232,9.3,0.0,-1.194,0.0,19.338,5.890136187370151e-11,False
seed_0074,orthogonal,1,12,17,13,17,0,1,5,5,5,9.8,8.0,3.0,1.152,9.5,-4.2,-1.194,0.0,5.258,0.49265052031228884,True
seed_0074,orthogonal,2,9,17,10,17,0,1,8,8,8,12.6,11.0,6.0,3.168,9.5,-4.2,-1.194,0.0,7.274,0.01869949019677047,False
seed_0074,orthogonal,3,5,17,6,17,0,1,12,12,12,13.0,15.0,10.0,7.2,9.5,-4.2,-1.194,0.0,11.306,2.694085708323812e-05,False
seed_0074,orthogonal,4,16,20,17,20,10,11,14,14,4,6.8,-6.0,-11.0,12.2,9.5,-4.2,-1.194,0.0,16.306,8.069137917034885e-09,False
seed_0074,orthogonal,5,0,17,1,17,0,1,17,17,17,12.2,20.0,15.0,14.4,9.5,-4.2,-1.194,0.0,18.506,2.2722183016398323e-10,False
seed_0074,wt,1,13,20,14,20,1,2,8,8,7,5.2,6.0,1.0,0.288,9.5,-2.8,-1.194,0.0,5.794,0.20644794319064158,True
seed_0074,wt,2,16,20,17,20,1,2,5,5,4,6.8,3.0,-2.0,1.525,9.5,-2.8,-1.194,0.0,7.031,0.02773804261517899,False
seed_0074,wt,3,10,19,11,19,0,1,9,9,9,8.0,10.0,5.0,2.4,9.5,-2.8,-1.194,0.0,7.906,0.00670576860335631,False
seed_0074,wt,4,7,16,8,16,0,1,9,9,9,2.8,13.0,8.0,4.992,9.5,-2.8,-1.194,0.0,10.498,9.995913182493546e-05,False
seed_0074,wt,5,0,4,1,4,0,1,4,4,4,1.6,20.0,15.0,14.4,9.5,-2.8,-1.194,0.0,19.906,2.3433993527490913e-11,False
seed_0025,orthogonal,1,15,22,16,22,0,1,7,7,7,3.2,8.0,3.0,1.152,5.5,-5.4,-1.194,-3.7,-3.642,921549.4464757458,True
seed_0025,orthogonal,2,12,17,13,17,0,1,5,5,5,13.0,11.0,6.0,3.168,5.5,-5.4,-1.194,-3.7,-1.626,34979.16703566838,False
seed_0025,orthogonal,3,7,23,8,23,1,2,17,17,16,13.4,15.0,10.0,7.2,5.5,-5.4,-1.194,-3.7,2.406,50.39542415768164,False
seed_0025,orthogonal,4,18,23,19,23,7,8,12,12,5,4.6,-2.0,-7.0,12.1999,5.5,-5.4,-1.194,-3.7,7.4059,0.015097427417944403,False
seed_0025,orthogonal,5,4,17,5,17,0,1,13,13,13,10.8,19.0,14.0,12.768,5.5,-5.4,-1.194,-3.7,7.974,0.006005202508827675,False
seed_0025,orthogonal,6,1,17,2,17,0,1,16,16,16,13.4,22.0,17.0,17.952,5.5,-5.4,-1.194,-3.7,13.158,1.3343675812283833e-06,False
seed_0025,wt,1,14,19,15,19,0,1,5,5,5,4.6,9.0,4.0,1.728,5.5,-0.5,-1.194,-2.8,2.734,29.596737594634195,True
seed_0025,wt,2,10,17,11,17,0,1,7,7,7,6.4,13.0,8.0,4.992,5.5,-0.5,-1.194,-2.8,5.998,0.1482682043797733,False
seed_0025,wt,3,5,14,6,14,0,1,9,9,9,8.0,18.0,13.0,11.232,5.5,-0.5,-1.194,-2.8,12.238,5.937653554487233e-06,False
seed_0025,wt,4,18,23,19,23,4,5,9,9,5,0.4,1.0,-4.0,11.9567,5.5,-0.5,-1.194,-2.8,12.9627,1.8319871704735524e-06,False
seed_0025,wt,5,0,9,1,9,0,1,9,9,9,2.8,23.0,18.0,19.872,5.5,-0.5,-1.194,-2.8,20.878,4.840176834345057e-12,False
seed_0050,orthogonal,1,14,19,15,19,0,1,5,5,5,5.6,6.0,1.0,0.288,4.2,-3.5,-1.194,0.0,-0.206,3492.305558672262,True
seed_0050,orthogonal,2,11,17,12,17,0,1,6,6,6,11.8,9.0,4.0,1.728,4.2,-3.5,-1.194,0.0,1.234,337.5358949829054,False
seed_0050,orthogonal,3,8,17,9,17,0,1,9,9,9,8.2,12.0,7.0,4.032,4.2,-3.5,-1.194,0.0,3.538,8.028831266198123,False
seed_0050,orthogonal,4,4,17,5,17,0,1,13,13,13,12.8,16.0,11.0,8.448,4.2,-3.5,-1.194,0.0,7.954,0.006203298791484883,False
seed_0050,orthogonal,5,1,17,2,17,0,1,16,16,16,15.4,19.0,14.0,12.768,4.2,-3.5,-1.194,0.0,12.274,5.600746129757104e-06,False
seed_0050,wt,1,13,20,14,20,1,2,8,8,7,9.4,6.0,1.0,0.288,4.2,-5.2,-1.194,-4.2,-6.106,50227433.7625923,True
seed_0050,wt,2,16,20,17,20,1,2,5,5,4,11.0,3.0,-2.0,1.525,4.2,-5.2,-1.194,-4.2,-4.869,6748484.274659609,False
seed_0050,wt,3,9,17,10,17,0,1,8,8,8,5.2,11.0,6.0,3.168,4.2,-5.2,-1.194,-4.2,-3.226,469198.3193374688,False
seed_0050,wt,4,1,6,2,6,0,1,5,5,5,5.6,19.0,14.0,12.768,4.2,-5.2,-1.194,-4.2,6.374,0.08055168728145942,False
seed_0027,orthogonal,1,12,22,13,22,6,7,16,16,10,16.4,4.0,-1.0,0.0053,3.4,-4.1,-1.194,0.0,-1.8887,53569.862015991646,True
seed_0027,orthogonal,2,9,17,10,17,0,1,8,8,8,9.4,13.0,8.0,4.992,3.4,-4.1,-1.194,0.0,3.098,16.395588739750224,False
seed_0027,orthogonal,3,6,17,7,17,0,1,11,11,11,5.8,16.0,11.0,8.448,3.4,-4.1,-1.194,0.0,6.554,0.060148605909993054,False
